"Site","Year","Rosettes","Infl","TagNew","RosNew","InflNew","surv","lagsrtsz","lagforsurv","PptFall","PptWinter","PptSummer","TempFall","TempWinter","TempSummer","TransectNew","InflYesNo"
"Garden Park West",2005,44,42,"W.3.39",44,42,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.3",1
"Garden Park West",2006,19,16,"W.3.39",19,16,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.3",1
"Garden Park West",2007,15,4,"W.3.39",15,4,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",1
"Garden Park West",2008,32,6,"W.3.39",32,6,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",1
"Garden Park West",2009,16,5,"W.3.39",16,5,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",1
"Garden Park West",2010,26,0,"W.3.39",26,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",0
"Garden Park West",2011,23,0,"W.3.39",23,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",0
"Garden Park West",2012,16,13,"W.3.39",16,13,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.3",1
"Garden Park West",2013,54,0,"W.3.39",54,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.3",0
"Garden Park West",2014,34,42,"W.3.39",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.3",NA
"Garden Park West",2015,34,42,"W.3.39",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.3",NA
"Garden Park West",2016,38,0,"W.3.39",38,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.3",0
"Garden Park West",2017,34,42,"W.3.39",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.3",NA
"Garden Park West",2018,33,23,"W.3.39",33,23,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.3",1
"Garden Park West",2004,32,42,"W.3.40",32,42,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.3",1
"Garden Park West",2005,28,11,"W.3.40",28,11,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.3",1
"Garden Park West",2006,17,3,"W.3.40",17,3,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.3",1
"Garden Park West",2007,18,2,"W.3.40",18,2,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",1
"Garden Park West",2008,19,1,"W.3.40",19,1,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",1
"Garden Park West",2009,12,2,"W.3.40",12,2,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",1
"Garden Park West",2010,23,1,"W.3.40",23,1,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",1
"Garden Park West",2011,3,0,"W.3.40",3,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",0
"Garden Park West",2012,10,6,"W.3.40",10,6,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.3",1
"Garden Park West",2013,NA,NA,"W.3.40",NA,NA,0,0,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.3",NA
"Garden Park West",2004,20,17,"W.3.41",20,17,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.3",1
"Garden Park West",2005,21,13,"W.3.41",21,13,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.3",1
"Garden Park West",2006,15,5,"W.3.41",15,5,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.3",1
"Garden Park West",2007,19,9,"W.3.41",19,9,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",1
"Garden Park West",2008,30,0,"W.3.41",30,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",0
"Garden Park West",2009,16,1,"W.3.41",16,1,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",1
"Garden Park West",2010,27,0,"W.3.41",27,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",0
"Garden Park West",2011,NA,NA,"W.3.41",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",NA
"Garden Park West",2004,1,0,"W.3.42",5,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.3",0
"Garden Park West",2005,2,0,"W.3.42",2,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.3",0
"Garden Park West",2006,NA,NA,"W.3.42",2,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.3",0
"Garden Park West",2007,NA,NA,"W.3.42",7,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",0
"Garden Park West",2008,NA,NA,"W.3.42",7,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",0
"Garden Park West",2009,NA,NA,"W.3.42",4,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",0
"Garden Park West",2010,NA,NA,"W.3.42",8,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",0
"Garden Park West",2011,NA,NA,"W.3.42",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",NA
"Garden Park West",2004,1,0,"W.3.43",1,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.3",0
"Garden Park West",2005,2,0,"W.3.43",2,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.3",0
"Garden Park West",2006,NA,NA,"W.3.43",NA,NA,NA,0,0,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.3",NA
"Garden Park West",2007,NA,NA,"W.3.43",NA,NA,NA,0,0,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",NA
"Garden Park West",2008,NA,NA,"W.3.43",NA,NA,NA,0,0,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",NA
"Garden Park West",2009,NA,NA,"W.3.43",NA,NA,NA,0,0,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",NA
"Garden Park West",2010,NA,NA,"W.3.43",NA,NA,NA,0,0,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",NA
"Garden Park West",2011,NA,NA,"W.3.43",NA,NA,NA,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",NA
"Garden Park West",2012,7,0,"W.3.43",7,0,1,7,7,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.3",0
"Garden Park West",2013,NA,NA,"W.3.43",NA,NA,0,0,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.3",NA
"Garden Park West",2007,2,0,"W.3.81",2,0,1,0,0,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",0
"Garden Park West",2008,3,0,"W.3.81",3,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",0
"Garden Park West",2009,3,0,"W.3.81",3,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",0
"Garden Park West",2010,6,0,"W.3.81",6,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",0
"Garden Park West",2011,3,0,"W.3.81",3,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",0
"Garden Park West",2012,NA,NA,"W.3.81",NA,NA,NA,0,0,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.3",NA
"Garden Park West",2013,7,0,"W.3.81",7,0,1,2,2,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.3",0
"Garden Park West",2014,2,0,"W.3.81",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.3",NA
"Garden Park West",2015,2,0,"W.3.81",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.3",NA
"Garden Park West",2016,6,0,"W.3.81",6,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.3",0
"Garden Park West",2017,2,0,"W.3.81",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.3",NA
"Garden Park West",2018,7,0,"W.3.81",7,0,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.3",0
"Garden Park West",2008,6,0,"W.3.106",6,0,1,0,0,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",0
"Garden Park West",2009,6,0,"W.3.106",6,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",0
"Garden Park West",2010,13,2,"W.3.106",13,2,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",1
"Garden Park West",2011,NA,NA,"W.3.106",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",NA
"Garden Park West",2007,30,28,"W.3.118",30,28,1,0,0,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",1
"Garden Park West",2008,NA,NA,"W.3.118",NA,NA,NA,0,0,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",NA
"Garden Park West",2009,NA,NA,"W.3.118",NA,NA,NA,0,0,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",NA
"Garden Park West",2010,59,14,"W.3.118",59,14,1,3,3,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",1
"Garden Park West",2011,NA,NA,"W.3.118",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",NA
"Garden Park West",2007,13,10,"W.3.193",13,10,1,0,0,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",1
"Garden Park West",2008,13,5,"W.3.193",13,5,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",1
"Garden Park West",2009,12,11,"W.3.193",12,11,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",1
"Garden Park West",2010,76,17,"W.3.193",76,17,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",1
"Garden Park West",2011,2,0,"W.3.193",2,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",0
"Garden Park West",2012,13,14,"W.3.193",13,14,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.3",1
"Garden Park West",2013,NA,NA,"W.3.193",NA,NA,NA,0,0,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.3",NA
"Garden Park West",2014,13,10,"W.3.193",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.3",NA
"Garden Park West",2015,13,10,"W.3.193",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.3",NA
"Garden Park West",2016,12,2,"W.3.193",12,2,1,4,4,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.3",1
"Garden Park West",2017,13,10,"W.3.193",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.3",NA
"Garden Park West",2018,NA,NA,"W.3.193",NA,NA,0,0,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.3",NA
"Garden Park West",2009,2,0,"W.3.285",9,1,1,0,0,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",1
"Garden Park West",2010,5,0,"W.3.285",9,2,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",1
"Garden Park West",2011,NA,NA,"W.3.285",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",NA
"Garden Park West",2005,3,0,"W.3.486",4,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.3",0
"Garden Park West",2006,2,0,"W.3.486",2,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.3",0
"Garden Park West",2007,4,0,"W.3.486",4,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",0
"Garden Park West",2008,4,0,"W.3.486",4,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",0
"Garden Park West",2009,NA,NA,"W.3.486",NA,NA,NA,0,0,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",NA
"Garden Park West",2010,5,0,"W.3.486",5,0,1,2,2,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",0
"Garden Park West",2011,NA,NA,"W.3.486",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",NA
"Garden Park West",2005,2,0,"W.3.487",2,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.3",0
"Garden Park West",2006,NA,NA,"W.3.487",NA,NA,NA,0,0,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.3",NA
"Garden Park West",2007,NA,NA,"W.3.487",NA,NA,NA,0,0,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",NA
"Garden Park West",2008,NA,NA,"W.3.487",NA,NA,NA,0,0,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",NA
"Garden Park West",2009,NA,NA,"W.3.487",NA,NA,NA,0,0,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",NA
"Garden Park West",2010,9,0,"W.3.487",9,0,1,5,5,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",0
"Garden Park West",2011,NA,NA,"W.3.487",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",NA
"Garden Park West",2005,1,0,"W.3.490",1,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.3",0
"Garden Park West",2006,2,0,"W.3.490",2,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.3",0
"Garden Park West",2007,NA,NA,"W.3.490",NA,NA,NA,0,0,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.3",NA
"Garden Park West",2008,1,0,"W.3.490",1,0,1,2,2,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.3",0
"Garden Park West",2009,2,0,"W.3.490",2,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.3",0
"Garden Park West",2010,3,0,"W.3.490",3,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.3",0
"Garden Park West",2011,NA,NA,"W.3.490",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.3",NA
"Garden Park West",2005,1,0,"W.3.491",1,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.3",0
"Garden Park West",2006,NA,NA,"W.3.491",NA,NA,0,0,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.3",NA
"Garden Park West",2004,1,0,"W.4.44",1,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.4",0
"Garden Park West",2005,1,0,"W.4.44",10,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.4",0
"Garden Park West",2006,NA,NA,"W.4.44",1,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.4",0
"Garden Park West",2007,1,0,"W.4.44",1,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.4",0
"Garden Park West",2008,1,0,"W.4.44",1,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.4",0
"Garden Park West",2009,2,0,"W.4.44",2,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.4",0
"Garden Park West",2010,NA,NA,"W.4.44",3,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.4",0
"Garden Park West",2011,NA,NA,"W.4.44",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.4",NA
"Garden Park West",2004,47,60,"W.4.45",47,60,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.4",1
"Garden Park West",2005,64,35,"W.4.45",64,35,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.4",1
"Garden Park West",2006,39,2,"W.4.45",39,2,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.4",1
"Garden Park West",2007,63,20,"W.4.45",65,20,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.4",1
"Garden Park West",2008,63,0,"W.4.45",66,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.4",0
"Garden Park West",2009,74,0,"W.4.45",79,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.4",0
"Garden Park West",2010,61,0,"W.4.45",61,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.4",0
"Garden Park West",2011,NA,NA,"W.4.45",NA,NA,NA,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.4",NA
"Garden Park West",2012,25,0,"W.4.45",25,0,1,2,2,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.4",0
"Garden Park West",2013,NA,NA,"W.4.45",NA,NA,0,0,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.4",NA
"Garden Park West",2004,21,10,"W.4.46",21,10,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.4",1
"Garden Park West",2005,27,0,"W.4.46",27,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.4",0
"Garden Park West",2006,10,0,"W.4.46",10,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.4",0
"Garden Park West",2007,15,4,"W.4.46",15,4,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.4",1
"Garden Park West",2008,25,0,"W.4.46",25,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.4",0
"Garden Park West",2009,26,5,"W.4.46",26,5,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.4",1
"Garden Park West",2010,23,0,"W.4.46",23,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.4",0
"Garden Park West",2011,NA,NA,"W.4.46",NA,NA,NA,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.4",NA
"Garden Park West",2012,20,7,"W.4.46",20,7,1,2,2,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.4",1
"Garden Park West",2013,3,0,"W.4.46",3,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.4",0
"Garden Park West",2014,21,10,"W.4.46",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.4",NA
"Garden Park West",2015,21,10,"W.4.46",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.4",NA
"Garden Park West",2016,NA,NA,"W.4.46",NA,NA,0,0,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.4",NA
"Garden Park West",2004,30,22,"W.4.47",30,22,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.4",1
"Garden Park West",2005,45,30,"W.4.47",48,31,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.4",1
"Garden Park West",2006,22,0,"W.4.47",28,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.4",0
"Garden Park West",2007,5,0,"W.4.47",34,1,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.4",1
"Garden Park West",2008,64,0,"W.4.47",64,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.4",0
"Garden Park West",2009,74,9,"W.4.47",74,9,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.4",1
"Garden Park West",2010,40,3,"W.4.47",40,3,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.4",1
"Garden Park West",2011,NA,NA,"W.4.47",NA,NA,NA,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.4",NA
"Garden Park West",2012,34,14,"W.4.47",34,14,1,2,2,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.4",1
"Garden Park West",2013,NA,NA,"W.4.47",NA,NA,NA,0,0,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.4",NA
"Garden Park West",2014,30,22,"W.4.47",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.4",NA
"Garden Park West",2015,30,22,"W.4.47",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.4",NA
"Garden Park West",2016,6,0,"W.4.47",6,0,1,4,4,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.4",0
"Garden Park West",2017,30,22,"W.4.47",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.4",NA
"Garden Park West",2018,NA,NA,"W.4.47",NA,NA,0,0,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.4",NA
"Garden Park West",2004,17,23,"W.4.48",17,23,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.4",1
"Garden Park West",2005,26,4,"W.4.48",26,4,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.4",1
"Garden Park West",2006,11,0,"W.4.48",11,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.4",0
"Garden Park West",2007,12,6,"W.4.48",12,6,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.4",1
"Garden Park West",2008,16,0,"W.4.48",16,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.4",0
