"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","resurveyarea","newplt","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud","sitetag"
"116461",2010,"SSC","703",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC703"
"11647",2011,"SSC","703",NA,28.7,NA,NA,28.7,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC703"
"116471",2012,"SSC","703",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC703"
"11648",2013,"SSC","703",NA,29.9,NA,NA,29.9,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC703"
"11649",2014,"SSC","703",NA,30.1,NA,NA,30.1,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC703"
"11650",2015,"SSC","703",NA,30.7,NA,NA,30.7,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"SSC703"
"11651",2016,"SSC","703",NA,31.1,NA,NA,31.1,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"SSC703"
"11652",2017,"SSC","703",NA,32.9,NA,NA,32.9,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"SSC703"
"11653",2002,"SSC","704",NA,6.2,NA,NA,6.2,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC704"
"11654",2002,"SSC","705",NA,6.6,NA,NA,6.6,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC705"
"11655",2003,"SSC","705",NA,7,NA,NA,7,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC705"
"116551",2004,"SSC","705",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC705"
"11656",2005,"SSC","705",NA,7.5,NA,NA,7.5,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC705"
"116561",2006,"SSC","705",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC705"
"11657",2007,"SSC","705",NA,7.7,NA,NA,7.7,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC705"
"116571",2008,"SSC","705",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC705"
"11658",2009,"SSC","705",NA,8,NA,NA,8,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC705"
"116581",2010,"SSC","705",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC705"
"11659",2011,"SSC","705",NA,9,NA,NA,9,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC705"
"116591",2012,"SSC","705",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC705"
"11660",2013,"SSC","705",NA,9,NA,NA,9,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC705"
"11661",2014,"SSC","705",NA,9,NA,NA,9,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC705"
"11662",2015,"SSC","705",NA,9.5,NA,NA,9.5,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"SSC705"
"11663",2016,"SSC","705",NA,9.6,NA,NA,9.6,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"SSC705"
"11664",2017,"SSC","705",NA,9.7,NA,NA,9.7,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"SSC705"
"11665",2002,"SSC","706",NA,2.2,NA,NA,2.2,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC706"
"11666",2003,"SSC","706",NA,2.6,NA,NA,2.6,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC706"
"116661",2004,"SSC","706",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC706"
"11667",2005,"SSC","706",NA,NA,NA,NA,NA,0,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC706"
"11668",2002,"SSC","707",NA,6.9,NA,NA,6.9,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC707"
"11670",2002,"SSC","708",NA,1.5,230,NA,1.5,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC708"
"11671",2003,"SSC","708",NA,1.7,237,NA,1.7,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC708"
"116711",2004,"SSC","708",NA,NA,237,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC708"
"11672",2005,"SSC","708",NA,2.1,282,NA,2.1,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC708"
"116721",2006,"SSC","708",NA,NA,282,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC708"
"11673",2007,"SSC","708",NA,2.5,NA,NA,2.5,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC708"
"116731",2008,"SSC","708",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC708"
"11674",2009,"SSC","708",NA,2.6,NA,NA,2.6,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC708"
"116741",2010,"SSC","708",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC708"
"11675",2011,"SSC","708",NA,3,NA,NA,3,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC708"
"116751",2012,"SSC","708",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC708"
"11676",2013,"SSC","708",NA,3.1,NA,NA,3.1,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC708"
"11677",2014,"SSC","708",NA,3.1,NA,NA,3.1,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC708"
"11678",2015,"SSC","708",NA,3.1,NA,NA,3.1,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"SSC708"
"11679",2016,"SSC","708",NA,3.1,NA,NA,3.1,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"SSC708"
"11680",2017,"SSC","708",NA,3.4,NA,NA,3.4,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"SSC708"
"11681",2002,"SSC","709",NA,11.3,NA,NA,11.3,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC709"
"11682",2002,"SSC","710",NA,6.5,NA,NA,6.5,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC710"
"11683",2003,"SSC","710",NA,6.2,NA,NA,6.2,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC710"
"116831",2004,"SSC","710",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC710"
"11684",2005,"SSC","710",NA,6.2,NA,NA,6.2,0,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC710"
"11686",2002,"SSC","711",NA,10.6,NA,NA,10.6,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC711"
"11687",2003,"SSC","711",NA,10.6,NA,NA,10.6,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC711"
"116871",2004,"SSC","711",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC711"
"11688",2005,"SSC","711",NA,10.6,NA,NA,10.6,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC711"
"116881",2006,"SSC","711",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC711"
"11689",2007,"SSC","711",NA,10.8,NA,NA,10.8,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC711"
"116891",2008,"SSC","711",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC711"
"11690",2009,"SSC","711",NA,10.7,NA,NA,10.7,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC711"
"116901",2010,"SSC","711",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC711"
"11691",2011,"SSC","711",NA,11,NA,NA,11,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC711"
"116911",2012,"SSC","711",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC711"
"11692",2013,"SSC","711",NA,10.8,NA,NA,10.8,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC711"
"11693",2014,"SSC","711",NA,10.8,NA,NA,10.8,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC711"
"11694",2015,"SSC","711",NA,11.2,NA,NA,11.2,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"SSC711"
"11695",2016,"SSC","711",NA,11,NA,NA,11,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"SSC711"
"11696",2017,"SSC","711",NA,10.9,NA,NA,10.9,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"SSC711"
"11697",2002,"SSC","712",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,1,1,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC712"
"11698",2003,"SSC","712",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC712"
"11700",2002,"SSC","713",NA,2.7,NA,NA,2.7,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC713"
"11701",2003,"SSC","713",NA,2.8,NA,NA,2.8,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC713"
"117011",2004,"SSC","713",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC713"
"11702",2005,"SSC","713",NA,2.8,NA,NA,2.8,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC713"
"117021",2006,"SSC","713",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC713"
"11703",2007,"SSC","713",NA,2.8,NA,NA,2.8,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC713"
"117031",2008,"SSC","713",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC713"
"11704",2009,"SSC","713",NA,2.9,NA,NA,2.9,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC713"
"117041",2010,"SSC","713",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC713"
"11705",2011,"SSC","713",2.7,NA,60,1.47416305632139,1.47416305632139,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC713"
"117051",2012,"SSC","713",NA,NA,60,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC713"
"11706",2013,"SSC","713",2.9,NA,84,1.57451752658527,1.57451752658527,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC713"
"11707",2014,"SSC","713",NA,2.8,0,NA,2.8,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC713"
"11708",2002,"SSC","714",NA,6.1,NA,NA,6.1,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC714"
"11709",2003,"SSC","714",NA,6.2,NA,NA,6.2,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC714"
"117091",2004,"SSC","714",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC714"
"117092",2005,"SSC","714",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC714"
"117093",2006,"SSC","714",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC714"
"11710",2007,"SSC","714",NA,7,NA,NA,7,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC714"
"117101",2008,"SSC","714",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC714"
"11711",2009,"SSC","714",NA,7,NA,NA,7,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC714"
"117111",2010,"SSC","714",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC714"
"11712",2011,"SSC","714",NA,7.1,NA,NA,7.1,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC714"
"117121",2012,"SSC","714",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC714"
"11713",2013,"SSC","714",NA,7.3,NA,NA,7.3,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC714"
"11714",2014,"SSC","714",NA,6.7,NA,NA,6.7,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC714"
"11715",2002,"SSC","715",NA,11.3,NA,NA,11.3,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC715"
"11716",2003,"SSC","715",NA,12,NA,NA,12,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC715"
"117161",2004,"SSC","715",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC715"
"117162",2005,"SSC","715",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC715"
"117163",2006,"SSC","715",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC715"
"11717",2007,"SSC","715",NA,14.4,NA,NA,14.4,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC715"
"117171",2008,"SSC","715",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC715"
"11718",2009,"SSC","715",NA,15,NA,NA,15,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC715"
"117181",2010,"SSC","715",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC715"
"11719",2011,"SSC","715",NA,16,NA,NA,16,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC715"
"117191",2012,"SSC","715",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC715"
"11720",2013,"SSC","715",NA,16.3,NA,NA,16.3,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC715"
"11721",2014,"SSC","715",NA,16.4,NA,NA,16.4,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC715"
"11722",2015,"SSC","715",NA,16.8,NA,NA,16.8,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"SSC715"
"11723",2016,"SSC","715",NA,16.8,NA,NA,16.8,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"SSC715"
"11724",2017,"SSC","715",NA,17.1,NA,NA,17.1,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"SSC715"
"11725",2002,"SSC","716",NA,4,NA,NA,4,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC716"
"11726",2003,"SSC","716",NA,4.2,NA,NA,4.2,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC716"
"117261",2004,"SSC","716",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC716"
"117262",2005,"SSC","716",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC716"
"117263",2006,"SSC","716",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC716"
"11727",2007,"SSC","716",NA,4,NA,NA,4,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC716"
"117271",2008,"SSC","716",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC716"
"11728",2009,"SSC","716",NA,4.3,NA,NA,4.3,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC716"
"117281",2010,"SSC","716",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC716"
"11729",2011,"SSC","716",NA,4.2,NA,NA,4.2,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC716"
"117291",2012,"SSC","716",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC716"
"11730",2013,"SSC","716",NA,4,NA,NA,4,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC716"
"11731",2014,"SSC","716",NA,4,NA,NA,4,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC716"
"11732",2002,"SSC","717",NA,3.5,NA,NA,3.5,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC717"
"11733",2003,"SSC","717",NA,3.6,NA,NA,3.6,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC717"
"117331",2004,"SSC","717",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC717"
"117332",2005,"SSC","717",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC717"
"117333",2006,"SSC","717",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC717"
"11734",2007,"SSC","717",NA,3.6,NA,NA,3.6,0,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC717"
"11736",2002,"SSC","718",NA,0.9,200,NA,0.9,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC718"
"11737",2003,"SSC","718",NA,0.7,212,NA,0.7,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC718"
"117371",2004,"SSC","718",NA,NA,212,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC718"
"117372",2005,"SSC","718",NA,NA,212,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC718"
"117373",2006,"SSC","718",NA,NA,212,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC718"
"11738",2007,"SSC","718",1.486606875,NA,107,0.86531593491532,0.86531593491532,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC718"
"117381",2008,"SSC","718",NA,NA,107,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC718"
"11739",2009,"SSC","718",1.204159458,NA,NA,0.723591630363134,0.723591630363134,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC718"
"117391",2010,"SSC","718",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC718"
"11740",2011,"SSC","718",NA,NA,NA,NA,NA,0,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC718"
"11741",2002,"SSC","719",NA,12.7,NA,NA,12.7,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC719"
"11742",2003,"SSC","719",NA,13.5,NA,NA,13.5,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC719"
"117421",2004,"SSC","719",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC719"
"117422",2005,"SSC","719",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC719"
"117423",2006,"SSC","719",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC719"
"11743",2007,"SSC","719",NA,17.3,NA,NA,17.3,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC719"
"117431",2008,"SSC","719",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC719"
"11744",2009,"SSC","719",NA,18,NA,NA,18,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC719"
"117441",2010,"SSC","719",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC719"
"11745",2011,"SSC","719",NA,20.5,NA,NA,20.5,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC719"
"117451",2012,"SSC","719",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC719"
"11746",2013,"SSC","719",NA,21.3,NA,NA,21.3,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC719"
"11747",2014,"SSC","719",NA,21.4,NA,NA,21.4,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC719"
"11748",2002,"SSC","720",NA,3.5,NA,NA,3.5,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC720"
"11749",2003,"SSC","720",NA,3.7,NA,NA,3.7,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC720"
"117491",2004,"SSC","720",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC720"
"117492",2005,"SSC","720",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC720"
"117493",2006,"SSC","720",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC720"
"11750",2007,"SSC","720",NA,4,NA,NA,4,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC720"
"117501",2008,"SSC","720",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC720"
"11751",2009,"SSC","720",NA,3.9,NA,NA,3.9,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC720"
"117511",2010,"SSC","720",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC720"
"11752",2011,"SSC","720",NA,4,NA,NA,4,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC720"
"117521",2012,"SSC","720",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC720"
"11753",2013,"SSC","720",NA,3.8,NA,NA,3.8,0,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC720"
"11754",2002,"SSC","721",NA,9.5,NA,NA,9.5,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC721"
"11755",2003,"SSC","721",NA,10,NA,NA,10,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC721"
"117551",2004,"SSC","721",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC721"
"117552",2005,"SSC","721",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC721"
"117553",2006,"SSC","721",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC721"
"11756",2007,"SSC","721",NA,13,NA,NA,13,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC721"
"117561",2008,"SSC","721",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC721"
"11757",2009,"SSC","721",NA,13.8,NA,NA,13.8,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC721"
"117571",2010,"SSC","721",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC721"
"11758",2011,"SSC","721",NA,15.6,NA,NA,15.6,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC721"
"117581",2012,"SSC","721",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC721"
"11759",2013,"SSC","721",NA,16.3,NA,NA,16.3,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC721"
"11760",2014,"SSC","721",NA,16.7,NA,NA,16.7,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC721"
"11761",2015,"SSC","721",NA,17,NA,NA,17,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"SSC721"
"11762",2016,"SSC","721",NA,17.7,NA,NA,17.7,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"SSC721"
"11763",2017,"SSC","721",NA,19.2,NA,NA,19.2,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"SSC721"
"11764",2002,"SSC","722",NA,4.3,NA,NA,4.3,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC722"
"11766",2002,"SSC","723",NA,2.9,NA,NA,2.9,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC723"
"11767",2003,"SSC","723",NA,2.9,NA,NA,2.9,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC723"
"11769",2002,"SSC","724",NA,5.2,NA,NA,5.2,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC724"
"11770",2002,"SSC","725",NA,2.6,NA,NA,2.6,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC725"
"11771",2003,"SSC","725",NA,2.7,NA,NA,2.7,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC725"
"117711",2004,"SSC","725",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC725"
"117712",2005,"SSC","725",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC725"
"117713",2006,"SSC","725",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC725"
"11772",2007,"SSC","725",NA,3,NA,NA,3,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC725"
"117721",2008,"SSC","725",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC725"
"11773",2009,"SSC","725",NA,3,NA,NA,3,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC725"
"117731",2010,"SSC","725",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC725"
"11774",2011,"SSC","725",NA,3,NA,NA,3,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC725"
"117741",2012,"SSC","725",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC725"
"11775",2013,"SSC","725",NA,2.3,NA,NA,2.3,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC725"
