"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud"
"12721",2007,"SSC","1591",NA,43.8,NA,NA,43.8,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"127211",2008,"SSC","1591",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"12722",2009,"SSC","1591",NA,44.3,NA,NA,44.3,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"127221",2010,"SSC","1591",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"12723",2011,"SSC","1591",NA,49.7,NA,NA,49.7,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"127231",2012,"SSC","1591",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"12724",2013,"SSC","1591",NA,50.5,NA,NA,50.5,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"12727",2003,"SSC","1592",NA,6.5,NA,NA,6.5,0,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12728",2003,"SSC","1593",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12729",2004,"SSC","1593",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12733",2005,"SSC","1594",NA,NA,NA,NA,NA,0,0,2005,13.057,14.78,482.06,10577.29,8228.298
"12734",2003,"SSC","1595",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12735",2004,"SSC","1595",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12737",2003,"SSC","1601",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12738",2004,"SSC","1601",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12739",2003,"SSC","1602",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12740",2004,"SSC","1602",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"127411",2003,"SSC","1603",0.1,NA,4,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12742",2004,"SSC","1603",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12743",2003,"SSC","1604",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12744",2004,"SSC","1604",0.1,NA,8,0.169554942890901,0.169554942890901,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12745",2005,"SSC","1604",NA,NA,NA,NA,NA,0,1,2005,13.057,14.78,482.06,10577.29,8228.298
"12746",2003,"SSC","1605",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12747",2004,"SSC","1605",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12748",2003,"SSC","1606",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12749",2004,"SSC","1606",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12750",2003,"SSC","1607",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"127511",2004,"SSC","1607",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12752",2003,"SSC","1608",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12753",2004,"SSC","1608",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12754",2003,"SSC","1609",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12755",2004,"SSC","1609",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12756",2003,"SSC","1610",0.4,NA,57,0.320086648286726,0.320086648286726,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"127561",2004,"SSC","1610",NA,NA,57,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"12757",2005,"SSC","1610",NA,NA,NA,NA,NA,0,2,2005,13.057,14.78,482.06,10577.29,8228.298
"127611",2003,"SSC","1611",0.4,NA,31,0.320086648286726,0.320086648286726,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"127612",2004,"SSC","1611",NA,NA,31,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"12762",2005,"SSC","1611",0.4,NA,35,0.320086648286726,0.320086648286726,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"127621",2006,"SSC","1611",NA,NA,35,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"12763",2007,"SSC","1611",NA,NA,26,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"12764",2003,"SSC","1612",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12765",2004,"SSC","1612",0.2,NA,9,0.219732178022843,0.219732178022843,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12766",2005,"SSC","1612",NA,NA,NA,NA,NA,0,1,2005,13.057,14.78,482.06,10577.29,8228.298
"12769",2003,"SSC","1613",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12770",2004,"SSC","1613",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12771",2003,"SSC","1614",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12772",2004,"SSC","1614",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12778",2003,"SSC","1615",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12779",2004,"SSC","1615",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12784",2003,"SSC","1616",NA,3.3,NA,NA,3.3,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12785",2004,"SSC","1616",NA,3.4,NA,NA,3.4,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"127851",2005,"SSC","1616",NA,NA,NA,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"127852",2006,"SSC","1616",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"12787",2007,"SSC","1616",NA,3.5,NA,NA,3.5,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"127871",2008,"SSC","1616",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"12788",2009,"SSC","1616",NA,3.5,NA,NA,3.5,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"127881",2010,"SSC","1616",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"12789",2011,"SSC","1616",NA,3.6,NA,NA,3.6,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"127891",2012,"SSC","1616",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"12790",2013,"SSC","1616",NA,3.5,NA,NA,3.5,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"12791",2014,"SSC","1616",NA,3.4,NA,NA,3.4,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"12793",2003,"SSC","1617",0.1,NA,4,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12794",2004,"SSC","1617",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12799",2003,"SSC","1618",0.1,NA,4,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12800",2004,"SSC","1618",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12803",2003,"SSC","1619",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12804",2004,"SSC","1619",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12807",2003,"SSC","1621",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12808",2004,"SSC","1621",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12810",2003,"SSC","1622",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12811",2004,"SSC","1622",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12813",2003,"SSC","1623",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2003,13.143,14.48,293.63,13785.266,10299.033
"12814",2004,"SSC","1623",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"12823",2005,"SSC","1703",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"128231",2006,"SSC","1703",NA,NA,9,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"12824",2007,"SSC","1703",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"12825",2005,"SSC","1704",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"128251",2006,"SSC","1704",NA,NA,5,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"12826",2007,"SSC","1704",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"12827",2005,"SSC","1705",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"128271",2006,"SSC","1705",NA,NA,5,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"12828",2007,"SSC","1705",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"12829",2005,"SSC","1706",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"128291",2006,"SSC","1706",NA,NA,8,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"12830",2007,"SSC","1706",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"12834",2005,"SSC","1708",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"128341",2006,"SSC","1708",NA,NA,7,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"12835",2007,"SSC","1708",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"12838",2005,"SSC","1710",0.1,NA,4,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"128381",2006,"SSC","1710",NA,NA,4,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"12839",2007,"SSC","1710",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"12840",2005,"SSC","1711",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"128401",2006,"SSC","1711",NA,NA,6,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"12841",2007,"SSC","1711",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"12842",2005,"SSC","1712",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,2005,13.057,14.78,482.06,10577.29,8228.298
"128421",2006,"SSC","1712",NA,NA,5,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"12843",2007,"SSC","1712",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"12848",2004,"SSC","1797",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2004,12.929,14.16,772.77,9001.189,6400.959
"12849",2005,"SSC","1797",NA,NA,NA,NA,NA,0,1,2005,13.057,14.78,482.06,10577.29,8228.298
"12853",2004,"SSC","1798",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,2004,12.929,14.16,772.77,9001.189,6400.959
"12854",2005,"SSC","1798",NA,NA,NA,NA,NA,0,1,2005,13.057,14.78,482.06,10577.29,8228.298
"12856",2015,"SSC","4033",0.3,NA,20,0.269909413154784,0.269909413154784,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12857",2016,"SSC","4033",0.3,NA,31,0.269909413154784,0.269909413154784,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12859",2015,"SSC","4034",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12860",2016,"SSC","4034",0.1,NA,11,0.169554942890901,0.169554942890901,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"128611",2017,"SSC","4034",0.3,NA,10,0.269909413154784,0.269909413154784,1,1,2017,NA,NA,NA,11215.875,8533.928
"128621",2015,"SSC","4035",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12863",2016,"SSC","4035",0.1,NA,8,0.169554942890901,0.169554942890901,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12865",2015,"SSC","4036",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12866",2016,"SSC","4036",0.2,NA,18,0.219732178022843,0.219732178022843,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12867",2017,"SSC","4036",NA,NA,17,NA,NA,1,1,2017,NA,NA,NA,11215.875,8533.928
"12868",2015,"SSC","4037",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12869",2016,"SSC","4037",0.2,NA,10,0.219732178022843,0.219732178022843,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12870",2017,"SSC","4037",0.5,NA,21,0.370263883418668,0.370263883418668,1,1,2017,NA,NA,NA,11215.875,8533.928
"128711",2015,"SSC","4038",0.1,NA,12,0.169554942890901,0.169554942890901,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12872",2016,"SSC","4038",0.3,NA,23,0.269909413154784,0.269909413154784,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12873",2017,"SSC","4038",0.5,NA,38,0.370263883418668,0.370263883418668,1,1,2017,NA,NA,NA,11215.875,8533.928
"12874",2015,"SSC","4039",0.1,NA,10,0.169554942890901,0.169554942890901,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12875",2016,"SSC","4039",0.2,NA,11,0.219732178022843,0.219732178022843,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12877",2015,"SSC","4040",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12878",2016,"SSC","4040",0.2,NA,14,0.219732178022843,0.219732178022843,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12879",2017,"SSC","4040",0.3,NA,16,0.269909413154784,0.269909413154784,1,1,2017,NA,NA,NA,11215.875,8533.928
"12880",2015,"SSC","4041",0.2,NA,15,0.219732178022843,0.219732178022843,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"128811",2016,"SSC","4041",0.4,NA,24,0.320086648286726,0.320086648286726,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12883",2015,"SSC","4042",0.3,NA,20,0.269909413154784,0.269909413154784,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12884",2016,"SSC","4042",0.3,NA,22,0.269909413154784,0.269909413154784,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12886",2015,"SSC","4043",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12887",2016,"SSC","4043",0.2,NA,13,0.219732178022843,0.219732178022843,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"128911",2015,"SSC","4045",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12892",2016,"SSC","4045",NA,NA,NA,NA,NA,0,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12893",2015,"SSC","4046",0.2,NA,10,0.219732178022843,0.219732178022843,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12894",2016,"SSC","4046",NA,NA,NA,NA,NA,0,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12895",2015,"SSC","4047",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"12896",2016,"SSC","4047",NA,NA,NA,NA,NA,0,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12897",2014,"SSC","4069",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12898",2015,"SSC","4069",NA,0.1,NA,NA,0.1,0,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12900",2014,"SSC","4075",0.4,NA,20,0.320086648286726,0.320086648286726,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12901",2014,"SSC","4097",NA,72.3,NA,NA,72.3,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12902",2014,"SSC","4098",NA,9.5,NA,NA,9.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12903",2015,"SSC","4098",NA,10.2,NA,NA,10.2,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12904",2016,"SSC","4098",NA,10.4,NA,NA,10.4,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12905",2017,"SSC","4098",NA,11.1,NA,NA,11.1,1,1,2017,NA,NA,NA,11215.875,8533.928
"12906",2014,"SSC","4099",NA,15.7,NA,NA,15.7,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12907",2015,"SSC","4099",NA,14.1,NA,NA,14.1,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12908",2016,"SSC","4099",NA,14.4,NA,NA,14.4,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12909",2017,"SSC","4099",NA,15.5,NA,NA,15.5,1,1,2017,NA,NA,NA,11215.875,8533.928
"12910",2014,"SSC","4100",NA,7.4,NA,NA,7.4,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"129111",2015,"SSC","4100",NA,7.7,NA,NA,7.7,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12912",2016,"SSC","4100",NA,8.2,NA,NA,8.2,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12913",2017,"SSC","4100",NA,9.3,NA,NA,9.3,1,1,2017,NA,NA,NA,11215.875,8533.928
"12914",2014,"SSC","4191",NA,7.3,NA,NA,7.3,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12915",2015,"SSC","4191",NA,7.5,NA,NA,7.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12916",2016,"SSC","4191",NA,7.6,NA,NA,7.6,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12917",2017,"SSC","4191",NA,7.9,NA,NA,7.9,1,1,2017,NA,NA,NA,11215.875,8533.928
"12918",2014,"SSC","4195",NA,7.8,NA,NA,7.8,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12919",2015,"SSC","4195",NA,8,NA,NA,8,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12920",2016,"SSC","4195",NA,8.1,NA,NA,8.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12921",2017,"SSC","4195",NA,7.9,NA,NA,7.9,1,1,2017,NA,NA,NA,11215.875,8533.928
"12922",2014,"SSC","4198",NA,6.8,NA,NA,6.8,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12923",2015,"SSC","4198",NA,6.7,NA,NA,6.7,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12924",2016,"SSC","4198",NA,6.7,NA,NA,6.7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12926",2014,"SSC","4200",NA,12.6,NA,NA,12.6,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12927",2015,"SSC","4200",NA,12.6,NA,NA,12.6,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12928",2016,"SSC","4200",NA,11.6,NA,NA,11.6,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12929",2017,"SSC","4200",NA,11.7,NA,NA,11.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"12930",2014,"SSC","4209",NA,NA,NA,NA,NA,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12931",2016,"SSC","4238",0.2,NA,12,0.219732178022843,0.219732178022843,1,0,2016,13.6,15.7,797.63,11562.25,9450.275
"12933",2016,"SSC","4239",NA,NA,NA,NA,NA,1,0,2016,13.6,15.7,797.63,11562.25,9450.275
"12934",2017,"SSC","4239",0.2,NA,15,0.219732178022843,0.219732178022843,1,1,2017,NA,NA,NA,11215.875,8533.928
"12935",2016,"SSC","4240",0.1,NA,4,0.169554942890901,0.169554942890901,1,0,2016,13.6,15.7,797.63,11562.25,9450.275
"12936",2017,"SSC","4240",NA,NA,14,NA,NA,1,1,2017,NA,NA,NA,11215.875,8533.928
"12937",2016,"SSC","4241",0.2,NA,23.5,0.219732178022843,0.219732178022843,1,0,2016,13.6,15.7,797.63,11562.25,9450.275
"12938",2017,"SSC","4241",0.9,NA,35,0.570972823946435,0.570972823946435,1,1,2017,NA,NA,NA,11215.875,8533.928
"12939",2016,"SSC","4242",0.2,NA,14,0.219732178022843,0.219732178022843,1,0,2016,13.6,15.7,797.63,11562.25,9450.275
"12941",2016,"SSC","4243",0.1,NA,12,0.169554942890901,0.169554942890901,1,0,2016,13.6,15.7,797.63,11562.25,9450.275
"12943",2016,"SSC","4244",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,2016,13.6,15.7,797.63,11562.25,9450.275
"12945",2016,"SSC","4245",0.2,NA,15,0.219732178022843,0.219732178022843,1,0,2016,13.6,15.7,797.63,11562.25,9450.275
"12946",2017,"SSC","4245",NA,NA,20,NA,NA,1,1,2017,NA,NA,NA,11215.875,8533.928
"12947",2016,"SSC","4246",0.3,NA,18,0.269909413154784,0.269909413154784,1,0,2016,13.6,15.7,797.63,11562.25,9450.275
"12948",2017,"SSC","4246",0.3,NA,22,0.269909413154784,0.269909413154784,1,1,2017,NA,NA,NA,11215.875,8533.928
"12949",2016,"SSC","4247",0.4,NA,28.5,0.320086648286726,0.320086648286726,1,0,2016,13.6,15.7,797.63,11562.25,9450.275
"12959",2017,"SSC","4255",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,2017,NA,NA,NA,11215.875,8533.928
"12960",2014,"SSC","4501",NA,7.5,NA,NA,7.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12961",2015,"SSC","4501",NA,7.8,NA,NA,7.8,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12962",2016,"SSC","4501",NA,7.9,NA,NA,7.9,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12963",2017,"SSC","4501",NA,8.2,NA,NA,8.2,1,1,2017,NA,NA,NA,11215.875,8533.928
"12964",2014,"SSC","4502",NA,6.5,NA,NA,6.5,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12965",2014,"SSC","4503",NA,10.4,NA,NA,10.4,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12966",2015,"SSC","4503",NA,10.5,NA,NA,10.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12967",2016,"SSC","4503",NA,11.1,NA,NA,11.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12968",2017,"SSC","4503",NA,11.9,NA,NA,11.9,1,1,2017,NA,NA,NA,11215.875,8533.928
"12969",2014,"SSC","4504",NA,15,NA,NA,15,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12970",2015,"SSC","4504",NA,16.1,NA,NA,16.1,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"129711",2016,"SSC","4504",NA,17,NA,NA,17,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"129721",2017,"SSC","4504",NA,19.3,NA,NA,19.3,1,1,2017,NA,NA,NA,11215.875,8533.928
"12973",2014,"SSC","4505",NA,7.1,NA,NA,7.1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12974",2015,"SSC","4505",NA,7.3,NA,NA,7.3,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12975",2016,"SSC","4505",NA,7.1,NA,NA,7.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12976",2017,"SSC","4505",NA,7.7,NA,NA,7.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"12977",2014,"SSC","4506",NA,6.2,NA,NA,6.2,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12978",2015,"SSC","4506",NA,6.4,NA,NA,6.4,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12979",2016,"SSC","4506",NA,6.6,NA,NA,6.6,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"129811",2014,"SSC","4507",NA,6.2,NA,NA,6.2,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12982",2014,"SSC","4508",NA,8.8,NA,NA,8.8,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12983",2015,"SSC","4508",NA,9.7,NA,NA,9.7,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12984",2016,"SSC","4508",NA,10.3,NA,NA,10.3,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12985",2017,"SSC","4508",NA,10.8,NA,NA,10.8,1,1,2017,NA,NA,NA,11215.875,8533.928
"12986",2014,"SSC","4509",NA,8.7,NA,NA,8.7,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12987",2015,"SSC","4509",NA,8.8,NA,NA,8.8,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12988",2016,"SSC","4509",NA,9.5,NA,NA,9.5,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12989",2017,"SSC","4509",NA,10.1,NA,NA,10.1,1,1,2017,NA,NA,NA,11215.875,8533.928
"12990",2014,"SSC","4510",NA,68.3,NA,NA,68.3,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"129911",2014,"SSC","4511",NA,16.3,NA,NA,16.3,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12992",2015,"SSC","4511",NA,16.9,NA,NA,16.9,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12993",2016,"SSC","4511",NA,18.1,NA,NA,18.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12994",2017,"SSC","4511",NA,20,NA,NA,20,1,1,2017,NA,NA,NA,11215.875,8533.928
"12995",2014,"SSC","4512",NA,30.5,NA,NA,30.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"12996",2015,"SSC","4512",NA,31,NA,NA,31,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"12997",2016,"SSC","4512",NA,32.1,NA,NA,32.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"12998",2017,"SSC","4512",NA,33.6,NA,NA,33.6,1,1,2017,NA,NA,NA,11215.875,8533.928
